check_id,url,severity,status,source,artifact_ref,result,next_action
canonical_match,https://www.strique.io/,high,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/511c7435dc7b/firecrawl.json,Canonical: https://www.strique.io/,
schema_present,https://www.strique.io/,low,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/511c7435dc7b/firecrawl.json,"Schema types: AggregateRating, Answer, ContactPoint, FAQPage, Offer, Organization, Question, SearchAction, SoftwareApplication, WebSite",
image_alt_text,https://www.strique.io/,low,fail,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/511c7435dc7b/firecrawl.json,7 images are missing alt text.,Add useful alt text for meaningful images.
sitemap_inclusion,https://www.strique.io/,low,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/511c7435dc7b/firecrawl.json,Sitemap inclusion is yes.,
content_visible,https://www.strique.io/,high,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/511c7435dc7b/firecrawl.json,Rendered public text has 10724 words.,
content_type_classifiable,https://www.strique.io/,medium,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/511c7435dc7b/firecrawl.json,"Public URL, title, and rendered text were reviewed for a recognizable page type.",
resource_rendering_not_blocked,https://www.strique.io/,high,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/511c7435dc7b/firecrawl.json,Critical page content rendered successfully.,
title_not_keyword_stuffed,https://www.strique.io/,medium,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/511c7435dc7b/firecrawl.json,Title reviewed for repeated terms and separator stuffing: Agentic AI Marketing Platform for Growth Teams | Strique.,
heading_not_keyword_stuffed,https://www.strique.io/,medium,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/511c7435dc7b/firecrawl.json,12 rendered headings reviewed for stuffing.,
preview_controls_safe,https://www.strique.io/,medium,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/511c7435dc7b/firecrawl.json,No harmful snippet preview controls were detected.,
url_path_clean,https://www.strique.io/,medium,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/511c7435dc7b/firecrawl.json,"URL path reviewed for IDs, dates, session keys, and implementation details.",
media_support_present,https://www.strique.io/,low,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/511c7435dc7b/firecrawl.json,104 images found on the page.,
content_not_ai_slop,https://www.strique.io/,low,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/511c7435dc7b/firecrawl.json,Rendered copy reviewed for common generic AI filler phrases.,
thin_prompt_variant_pages,https://www.strique.io/,medium,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/511c7435dc7b/firecrawl.json,Rendered public text has 10724 words.,
docs_content_extractable,https://www.strique.io/,medium,not_applicable,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/511c7435dc7b/firecrawl.json,This is not a docs or support URL.,
performance_score,https://www.strique.io/,medium,fail,lighthouse,brands/strique/references/evidence/20260629T193943Z/pages/511c7435dc7b/lighthouse.json,Performance score is 0.65.,Improve Core Web Vitals and Lighthouse performance bottlenecks.
blocking_popups_interstitials,https://www.strique.io/,medium,fail,playwright,brands/strique/references/evidence/20260629T193943Z/pages/511c7435dc7b/playwright.json,"2 large fixed, modal, or interstitial elements may block main content. 2 large fixed, modal, or interstitial elements may block main content.","Remove or reduce blocking overlays on first render, especially on mobile."
body_text_line_length,https://www.strique.io/,medium,pass,playwright,brands/strique/references/evidence/20260629T193943Z/pages/511c7435dc7b/playwright.json,Sampled body text line length is readable. Sampled body text line length is readable.,
client_route_metadata,https://www.strique.io/,medium,not_applicable,playwright,brands/strique/references/evidence/20260629T193943Z/pages/511c7435dc7b/playwright.json,"SPA markers were found, but route-change metadata was not triggered by this deterministic pass.",
color_contrast,https://www.strique.io/,medium,fail,playwright,brands/strique/references/evidence/20260629T193943Z/pages/511c7435dc7b/playwright.json,7 sampled text elements have low contrast. 10 sampled text elements have low contrast.,Increase foreground/background contrast for readable text.
form_accessibility,https://www.strique.io/,medium,not_applicable,playwright,brands/strique/references/evidence/20260629T193943Z/pages/511c7435dc7b/playwright.json,No visible form fields found.,
fragment_deep_links,https://www.strique.io/,medium,pass,playwright,brands/strique/references/evidence/20260629T193943Z/pages/511c7435dc7b/playwright.json,Same-page fragment links have matching targets.,
horizontal_scroll,https://www.strique.io/,medium,pass,playwright,brands/strique/references/evidence/20260629T193943Z/pages/511c7435dc7b/playwright.json,No horizontal overflow detected. No horizontal overflow detected.,
inaccessible_controls,https://www.strique.io/,medium,pass,playwright,brands/strique/references/evidence/20260629T193943Z/pages/511c7435dc7b/playwright.json,Visible controls have accessible names. Visible controls have accessible names.,
keyboard_navigation,https://www.strique.io/,medium,pass,playwright,brands/strique/references/evidence/20260629T193943Z/pages/511c7435dc7b/playwright.json,Keyboard focus reached 4 visible controls. Keyboard focus reached 4 visible controls.,
lazy_loading_in_viewport,https://www.strique.io/,medium,pass,playwright,brands/strique/references/evidence/20260629T193943Z/pages/511c7435dc7b/playwright.json,No unloaded in-viewport lazy content detected. No unloaded in-viewport lazy content detected.,
mobile_form_usability,https://www.strique.io/,medium,not_applicable,playwright,brands/strique/references/evidence/20260629T193943Z/pages/511c7435dc7b/playwright.json,No visible mobile form fields found.,
mobile_text_readability,https://www.strique.io/,medium,fail,playwright,brands/strique/references/evidence/20260629T193943Z/pages/511c7435dc7b/playwright.json,10 sampled text elements are too small or tight on mobile.,Increase mobile font size or line height for readable body text.
route_status_handling,https://www.strique.io/,medium,pass,playwright,brands/strique/references/evidence/20260629T193943Z/pages/511c7435dc7b/playwright.json,Missing route returned status 404 with missing-page signals.,
table_semantics,https://www.strique.io/,medium,not_applicable,playwright,brands/strique/references/evidence/20260629T193943Z/pages/511c7435dc7b/playwright.json,No visible tables found.,
tap_targets,https://www.strique.io/,medium,fail,playwright,brands/strique/references/evidence/20260629T193943Z/pages/511c7435dc7b/playwright.json,10 small and 14 crowded mobile tap targets found.,Increase tap target size or spacing to at least common mobile accessibility targets.
text_spacing,https://www.strique.io/,medium,pass,playwright,brands/strique/references/evidence/20260629T193943Z/pages/511c7435dc7b/playwright.json,WCAG text spacing did not cause overflow or content loss. WCAG text spacing did not cause overflow or content loss.,
zoom_readability,https://www.strique.io/,medium,pass,playwright,brands/strique/references/evidence/20260629T193943Z/pages/511c7435dc7b/playwright.json,Common zoom readability did not cause overflow or content loss. Common zoom readability did not cause overflow or content loss.,
rich_result_properties,https://www.strique.io/,medium,pass,playwright,brands/strique/references/evidence/20260629T193943Z/pages/511c7435dc7b/playwright.json,"Supported rich result schema properties are present for: FAQPage, Organization, SoftwareApplication.",
critical_css_font_loading,https://www.strique.io/,medium,fail,lighthouse,brands/strique/references/evidence/20260629T193943Z/pages/511c7435dc7b/lighthouse.json,Stored lab artifact does not include critical CSS or font diagnostics.,Recollect Lighthouse or PageSpeed evidence with CSS and font diagnostics.
render_blocking_scripts,https://www.strique.io/,medium,fail,lighthouse,brands/strique/references/evidence/20260629T193943Z/pages/511c7435dc7b/lighthouse.json,Stored artifacts do not include render-blocking script diagnostics.,Recollect Lighthouse/PageSpeed diagnostics or Playwright script inventory.
third_party_script_weight,https://www.strique.io/,medium,fail,lighthouse,brands/strique/references/evidence/20260629T193943Z/pages/511c7435dc7b/lighthouse.json,Stored artifacts do not include third-party script weight diagnostics.,Recollect Lighthouse/PageSpeed diagnostics or Playwright script inventory.
lab_root_cause_diagnostics,https://www.strique.io/,medium,pass,lighthouse,brands/strique/references/evidence/20260629T193943Z/pages/511c7435dc7b/lighthouse.json,"Lab diagnostics available: largest-contentful-paint, cumulative-layout-shift, speed-index, total-blocking-time.",
crawl_status,https://www.strique.io/about,high,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/adc8ca7986b9/firecrawl.json,URL crawled with status 200.,
indexable,https://www.strique.io/about,high,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/adc8ca7986b9/firecrawl.json,Indexability is yes.,
title_present,https://www.strique.io/about,medium,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/adc8ca7986b9/firecrawl.json,Title: About Strique and the AI Marketing OS Team · Strique,
meta_description_present,https://www.strique.io/about,medium,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/adc8ca7986b9/firecrawl.json,"Meta description: Strique is the AI marketing OS we wanted to use ourselves. One agent, every channel, always on. Meet the team building it.",
single_h1,https://www.strique.io/about,medium,fail,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/adc8ca7986b9/firecrawl.json,H1 count is 2.,Use one clear H1 on the page.
canonical_match,https://www.strique.io/about,high,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/adc8ca7986b9/firecrawl.json,Canonical: https://www.strique.io/about,
schema_present,https://www.strique.io/about,low,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/adc8ca7986b9/firecrawl.json,"Schema types: ContactPoint, Organization, SearchAction, WebSite",
image_alt_text,https://www.strique.io/about,low,fail,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/adc8ca7986b9/firecrawl.json,3 images are missing alt text.,Add useful alt text for meaningful images.
sitemap_inclusion,https://www.strique.io/about,low,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/adc8ca7986b9/firecrawl.json,Sitemap inclusion is yes.,
content_visible,https://www.strique.io/about,high,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/adc8ca7986b9/firecrawl.json,Rendered public text has 9200 words.,
content_type_classifiable,https://www.strique.io/about,medium,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/adc8ca7986b9/firecrawl.json,"Public URL, title, and rendered text were reviewed for a recognizable page type.",
resource_rendering_not_blocked,https://www.strique.io/about,high,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/adc8ca7986b9/firecrawl.json,Critical page content rendered successfully.,
title_not_keyword_stuffed,https://www.strique.io/about,medium,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/adc8ca7986b9/firecrawl.json,Title reviewed for repeated terms and separator stuffing: About Strique and the AI Marketing OS Team · Strique.,
heading_not_keyword_stuffed,https://www.strique.io/about,medium,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/adc8ca7986b9/firecrawl.json,10 rendered headings reviewed for stuffing.,
preview_controls_safe,https://www.strique.io/about,medium,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/adc8ca7986b9/firecrawl.json,No harmful snippet preview controls were detected.,
url_path_clean,https://www.strique.io/about,medium,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/adc8ca7986b9/firecrawl.json,"URL path reviewed for IDs, dates, session keys, and implementation details.",
media_support_present,https://www.strique.io/about,low,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/adc8ca7986b9/firecrawl.json,6 images found on the page.,
content_not_ai_slop,https://www.strique.io/about,low,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/adc8ca7986b9/firecrawl.json,Rendered copy reviewed for common generic AI filler phrases.,
thin_prompt_variant_pages,https://www.strique.io/about,medium,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/adc8ca7986b9/firecrawl.json,Rendered public text has 9200 words.,
docs_content_extractable,https://www.strique.io/about,medium,not_applicable,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/adc8ca7986b9/firecrawl.json,This is not a docs or support URL.,
performance_score,https://www.strique.io/about,medium,fail,lighthouse,brands/strique/references/evidence/20260629T193943Z/pages/adc8ca7986b9/lighthouse.json,Performance score is 0.61.,Improve Core Web Vitals and Lighthouse performance bottlenecks.
blocking_popups_interstitials,https://www.strique.io/about,medium,fail,playwright,brands/strique/references/evidence/20260629T193943Z/pages/adc8ca7986b9/playwright.json,"1 large fixed, modal, or interstitial elements may block main content. 2 large fixed, modal, or interstitial elements may block main content.","Remove or reduce blocking overlays on first render, especially on mobile."
body_text_line_length,https://www.strique.io/about,medium,pass,playwright,brands/strique/references/evidence/20260629T193943Z/pages/adc8ca7986b9/playwright.json,Sampled body text line length is readable. Sampled body text line length is readable.,
client_route_metadata,https://www.strique.io/about,medium,not_applicable,playwright,brands/strique/references/evidence/20260629T193943Z/pages/adc8ca7986b9/playwright.json,"SPA markers were found, but route-change metadata was not triggered by this deterministic pass.",
color_contrast,https://www.strique.io/about,medium,pass,playwright,brands/strique/references/evidence/20260629T193943Z/pages/adc8ca7986b9/playwright.json,Sampled text meets contrast thresholds. Sampled text meets contrast thresholds.,
form_accessibility,https://www.strique.io/about,medium,not_applicable,playwright,brands/strique/references/evidence/20260629T193943Z/pages/adc8ca7986b9/playwright.json,No visible form fields found.,
fragment_deep_links,https://www.strique.io/about,medium,not_applicable,playwright,brands/strique/references/evidence/20260629T193943Z/pages/adc8ca7986b9/playwright.json,No same-page fragment links found.,
horizontal_scroll,https://www.strique.io/about,medium,pass,playwright,brands/strique/references/evidence/20260629T193943Z/pages/adc8ca7986b9/playwright.json,No horizontal overflow detected. No horizontal overflow detected.,
inaccessible_controls,https://www.strique.io/about,medium,pass,playwright,brands/strique/references/evidence/20260629T193943Z/pages/adc8ca7986b9/playwright.json,Visible controls have accessible names. Visible controls have accessible names.,
keyboard_navigation,https://www.strique.io/about,medium,pass,playwright,brands/strique/references/evidence/20260629T193943Z/pages/adc8ca7986b9/playwright.json,Keyboard focus reached 4 visible controls. Keyboard focus reached 4 visible controls.,
lazy_loading_in_viewport,https://www.strique.io/about,medium,pass,playwright,brands/strique/references/evidence/20260629T193943Z/pages/adc8ca7986b9/playwright.json,No unloaded in-viewport lazy content detected. No unloaded in-viewport lazy content detected.,
mobile_form_usability,https://www.strique.io/about,medium,not_applicable,playwright,brands/strique/references/evidence/20260629T193943Z/pages/adc8ca7986b9/playwright.json,No visible mobile form fields found.,
mobile_text_readability,https://www.strique.io/about,medium,fail,playwright,brands/strique/references/evidence/20260629T193943Z/pages/adc8ca7986b9/playwright.json,10 sampled text elements are too small or tight on mobile.,Increase mobile font size or line height for readable body text.
route_status_handling,https://www.strique.io/about,medium,not_applicable,playwright,brands/strique/references/evidence/20260629T193943Z/pages/adc8ca7986b9/playwright.json,Route status handling is tested from the site root.,
table_semantics,https://www.strique.io/about,medium,not_applicable,playwright,brands/strique/references/evidence/20260629T193943Z/pages/adc8ca7986b9/playwright.json,No visible tables found.,
tap_targets,https://www.strique.io/about,medium,fail,playwright,brands/strique/references/evidence/20260629T193943Z/pages/adc8ca7986b9/playwright.json,10 small and 13 crowded mobile tap targets found.,Increase tap target size or spacing to at least common mobile accessibility targets.
text_spacing,https://www.strique.io/about,medium,pass,playwright,brands/strique/references/evidence/20260629T193943Z/pages/adc8ca7986b9/playwright.json,WCAG text spacing did not cause overflow or content loss. WCAG text spacing did not cause overflow or content loss.,
zoom_readability,https://www.strique.io/about,medium,pass,playwright,brands/strique/references/evidence/20260629T193943Z/pages/adc8ca7986b9/playwright.json,Common zoom readability did not cause overflow or content loss. Common zoom readability did not cause overflow or content loss.,
rich_result_properties,https://www.strique.io/about,medium,pass,playwright,brands/strique/references/evidence/20260629T193943Z/pages/adc8ca7986b9/playwright.json,Supported rich result schema properties are present for: Organization.,
critical_css_font_loading,https://www.strique.io/about,medium,fail,lighthouse,brands/strique/references/evidence/20260629T193943Z/pages/adc8ca7986b9/lighthouse.json,Stored lab artifact does not include critical CSS or font diagnostics.,Recollect Lighthouse or PageSpeed evidence with CSS and font diagnostics.
render_blocking_scripts,https://www.strique.io/about,medium,fail,lighthouse,brands/strique/references/evidence/20260629T193943Z/pages/adc8ca7986b9/lighthouse.json,Stored artifacts do not include render-blocking script diagnostics.,Recollect Lighthouse/PageSpeed diagnostics or Playwright script inventory.
third_party_script_weight,https://www.strique.io/about,medium,fail,lighthouse,brands/strique/references/evidence/20260629T193943Z/pages/adc8ca7986b9/lighthouse.json,Stored artifacts do not include third-party script weight diagnostics.,Recollect Lighthouse/PageSpeed diagnostics or Playwright script inventory.
lab_root_cause_diagnostics,https://www.strique.io/about,medium,pass,lighthouse,brands/strique/references/evidence/20260629T193943Z/pages/adc8ca7986b9/lighthouse.json,"Lab diagnostics available: largest-contentful-paint, cumulative-layout-shift, speed-index, total-blocking-time.",
crawl_status,https://www.strique.io/blog,high,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/bd752d2f9240/firecrawl.json,URL crawled with status 200.,
indexable,https://www.strique.io/blog,high,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/bd752d2f9240/firecrawl.json,Indexability is yes.,
title_present,https://www.strique.io/blog,medium,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/bd752d2f9240/firecrawl.json,Title: AI Marketing Blog and Growth Playbooks · Strique,
meta_description_present,https://www.strique.io/blog,medium,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/bd752d2f9240/firecrawl.json,"Meta description: Essays, playbooks, and field notes on the future of AI-run marketing, from the team building it.",
single_h1,https://www.strique.io/blog,medium,fail,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/bd752d2f9240/firecrawl.json,H1 count is 2.,Use one clear H1 on the page.
canonical_match,https://www.strique.io/blog,high,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/bd752d2f9240/firecrawl.json,Canonical: https://www.strique.io/blog,
schema_present,https://www.strique.io/blog,low,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/bd752d2f9240/firecrawl.json,"Schema types: ContactPoint, Organization, SearchAction, WebSite",
image_alt_text,https://www.strique.io/blog,low,fail,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/bd752d2f9240/firecrawl.json,3 images are missing alt text.,Add useful alt text for meaningful images.
sitemap_inclusion,https://www.strique.io/blog,low,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/bd752d2f9240/firecrawl.json,Sitemap inclusion is yes.,
content_visible,https://www.strique.io/blog,high,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/bd752d2f9240/firecrawl.json,Rendered public text has 10604 words.,
content_type_classifiable,https://www.strique.io/blog,medium,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/bd752d2f9240/firecrawl.json,"Public URL, title, and rendered text were reviewed for a recognizable page type.",
resource_rendering_not_blocked,https://www.strique.io/blog,high,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/bd752d2f9240/firecrawl.json,Critical page content rendered successfully.,
title_not_keyword_stuffed,https://www.strique.io/blog,medium,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/bd752d2f9240/firecrawl.json,Title reviewed for repeated terms and separator stuffing: AI Marketing Blog and Growth Playbooks · Strique.,
heading_not_keyword_stuffed,https://www.strique.io/blog,medium,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/bd752d2f9240/firecrawl.json,2 rendered headings reviewed for stuffing.,
preview_controls_safe,https://www.strique.io/blog,medium,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/bd752d2f9240/firecrawl.json,No harmful snippet preview controls were detected.,
url_path_clean,https://www.strique.io/blog,medium,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/bd752d2f9240/firecrawl.json,"URL path reviewed for IDs, dates, session keys, and implementation details.",
media_support_present,https://www.strique.io/blog,low,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/bd752d2f9240/firecrawl.json,20 images found on the page.,
content_not_ai_slop,https://www.strique.io/blog,low,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/bd752d2f9240/firecrawl.json,Rendered copy reviewed for common generic AI filler phrases.,
thin_prompt_variant_pages,https://www.strique.io/blog,medium,pass,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/bd752d2f9240/firecrawl.json,Rendered public text has 10604 words.,
docs_content_extractable,https://www.strique.io/blog,medium,not_applicable,firecrawl,brands/strique/references/crawls/20260629T193943Z/pages/bd752d2f9240/firecrawl.json,This is not a docs or support URL.,
performance_score,https://www.strique.io/blog,medium,fail,lighthouse,brands/strique/references/evidence/20260629T193943Z/pages/bd752d2f9240/lighthouse.json,Performance score is 0.72.,Improve Core Web Vitals and Lighthouse performance bottlenecks.
blocking_popups_interstitials,https://www.strique.io/blog,medium,fail,playwright,brands/strique/references/evidence/20260629T193943Z/pages/bd752d2f9240/playwright.json,"1 large fixed, modal, or interstitial elements may block main content. 2 large fixed, modal, or interstitial elements may block main content.","Remove or reduce blocking overlays on first render, especially on mobile."
body_text_line_length,https://www.strique.io/blog,medium,pass,playwright,brands/strique/references/evidence/20260629T193943Z/pages/bd752d2f9240/playwright.json,Sampled body text line length is readable. Sampled body text line length is readable.,
client_route_metadata,https://www.strique.io/blog,medium,not_applicable,playwright,brands/strique/references/evidence/20260629T193943Z/pages/bd752d2f9240/playwright.json,"SPA markers were found, but route-change metadata was not triggered by this deterministic pass.",
color_contrast,https://www.strique.io/blog,medium,fail,playwright,brands/strique/references/evidence/20260629T193943Z/pages/bd752d2f9240/playwright.json,7 sampled text elements have low contrast. 7 sampled text elements have low contrast.,Increase foreground/background contrast for readable text.
form_accessibility,https://www.strique.io/blog,medium,not_applicable,playwright,brands/strique/references/evidence/20260629T193943Z/pages/bd752d2f9240/playwright.json,No visible form fields found.,
fragment_deep_links,https://www.strique.io/blog,medium,not_applicable,playwright,brands/strique/references/evidence/20260629T193943Z/pages/bd752d2f9240/playwright.json,No same-page fragment links found.,
horizontal_scroll,https://www.strique.io/blog,medium,pass,playwright,brands/strique/references/evidence/20260629T193943Z/pages/bd752d2f9240/playwright.json,No horizontal overflow detected. No horizontal overflow detected.,
inaccessible_controls,https://www.strique.io/blog,medium,pass,playwright,brands/strique/references/evidence/20260629T193943Z/pages/bd752d2f9240/playwright.json,Visible controls have accessible names. Visible controls have accessible names.,
keyboard_navigation,https://www.strique.io/blog,medium,pass,playwright,brands/strique/references/evidence/20260629T193943Z/pages/bd752d2f9240/playwright.json,Keyboard focus reached 4 visible controls. Keyboard focus reached 4 visible controls.,
lazy_loading_in_viewport,https://www.strique.io/blog,medium,pass,playwright,brands/strique/references/evidence/20260629T193943Z/pages/bd752d2f9240/playwright.json,No unloaded in-viewport lazy content detected. No unloaded in-viewport lazy content detected.,
mobile_form_usability,https://www.strique.io/blog,medium,not_applicable,playwright,brands/strique/references/evidence/20260629T193943Z/pages/bd752d2f9240/playwright.json,No visible mobile form fields found.,
mobile_text_readability,https://www.strique.io/blog,medium,fail,playwright,brands/strique/references/evidence/20260629T193943Z/pages/bd752d2f9240/playwright.json,10 sampled text elements are too small or tight on mobile.,Increase mobile font size or line height for readable body text.
route_status_handling,https://www.strique.io/blog,medium,not_applicable,playwright,brands/strique/references/evidence/20260629T193943Z/pages/bd752d2f9240/playwright.json,Route status handling is tested from the site root.,
table_semantics,https://www.strique.io/blog,medium,not_applicable,playwright,brands/strique/references/evidence/20260629T193943Z/pages/bd752d2f9240/playwright.json,No visible tables found.,
tap_targets,https://www.strique.io/blog,medium,fail,playwright,brands/strique/references/evidence/20260629T193943Z/pages/bd752d2f9240/playwright.json,10 small and 13 crowded mobile tap targets found.,Increase tap target size or spacing to at least common mobile accessibility targets.
text_spacing,https://www.strique.io/blog,medium,pass,playwright,brands/strique/references/evidence/20260629T193943Z/pages/bd752d2f9240/playwright.json,WCAG text spacing did not cause overflow or content loss. WCAG text spacing did not cause overflow or content loss.,
