"Address","Occurrences","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Indexability","Indexability Status"
"https://inc5shop.com/collections/men-footwear","1","Mens Footwear - Buy the latest shoes & footwear for men online. Inc5 offers a variety of footwear for men such as men's sandals, driving shoes, formal shoes & boots​.","166","1050","Indexable",""
"https://inc5shop.com/pages/about-us","1","Established in 1998, Inc.5 is a legacy footwear brand that began its journey with a humble 100 sq. ft. store at Mumbai’s iconic Heera Panna. Over the years, we have grown into a trusted name in fashion-forward footwear and bags, now present across 50+ cities, 20+ states, and 90+ stores nationwide. With a strong online","319","2022","Indexable",""
"https://inc5shop.com/products/inc-5-block-heel-fashion-sandal-for-womens-600588-ant-gold-gold","1","Step into glamour with INC5 Antique Gold Block Heels. Designed for festive elegance and lasting comfort, these heels elevate every occasion with timeless sparkle.","162","1034","Indexable",""
"https://inc5shop.com/collections/new-wallets","0","","0","0","Indexable",""
"https://inc5shop.com/collections/shoulder-bags","1","Shoulder Bags - Buy shoulder bags for ladies online in India. Explore Inc5's collection in small and big shoulder bags, classic leather, crossbody shoulder bags & more.","168","1039","Indexable",""
"https://inc5shop.com/collections/mens-june-eoss-2026","0","","0","0","Indexable",""
"https://inc5shop.com/collections/flat-50-off","0","","0","0","Indexable",""
"https://inc5shop.com/collections/womens-sandals","1","Shop sandals for women online at the best price. Inc5 offers a diverse range of women's sandals such as thong sandals, slide sandals, strappy sandals, wedge sandals, & more","172","1106","Indexable",""
"https://inc5shop.com/pages/payment-delivery-policy","1","  Thank you for visiting http://inc5shoes.co.in/, an Online Store exclusively for footwear products in India. Your visit to this website is subject to this Payment, Delivery and Returns Policy and Terms and Conditions and our Privacy Policy available here in this website This website http://inc5shoes.co.in/ is independ","320","1962","Indexable",""
"https://inc5shop.com/products/women-white-and-multicoloured-open-toe-flats-with-knot-detail-101764-white","1","Choose women's white knot detail open toe flats for modern occasions, with soft movement and head to toe balance. Step out with effortless versatile essentials.","160","1024","Indexable",""
"https://inc5shop.com/collections/mens-boots","1","Boots for Men - Buy boots shoes for men online at the best price. Inc5 from classic Chelsea boots to trendy combat boots, you can mix and match to create your ideal look.","170","1077","Indexable",""
"https://inc5shop.com/collections/womens-wedges","1","Women Wedges - Shop wedge sandals for women online in India. Browse Inc5 trendy women's wedge heel sandals to classic platform wedges, for any occasion & walk with confidence.","175","1166","Indexable",""
"https://inc5shop.com/collections/latest-style-drop","0","","0","0","Indexable",""
"https://inc5shop.com/collections/women-footwear","1","Womens footwear - Buy footwear for women & girls online in India. Inc5 offers a wide variety of heels, mules, flats ethnic footwear, boots, wedges, & platform heels for women.","175","1106","Indexable",""
"https://inc5shop.com/collections/the-new-edit","0","","0","0","Indexable",""
"https://inc5shop.com/collections/ethnic-footwear","1","Ethnic Footwear​ - Shop ethnic sandals for women online. Inc5's ethnic footwear for women has diverse styles such as stunning block heels, comfy women's flats, elegant ethnic heels & more.","188","1202","Indexable",""
"https://inc5shop.com/cart","0","","0","0","Indexable",""
