"Address","Status Code","Status","HTML Word Count","Rendered HTML Word Count","Word Count Change","JS Word Count %","HTML Title","Rendered HTML Title","HTML H1","Rendered HTML H1","HTML Meta Description","Rendered HTML Meta Description","HTML Canonical","Rendered HTML Canonical","Unique Inlinks","Unique JS Inlinks","Unique Outlinks","Unique JS Outlinks","Unique External Outlinks","Unique External JS Outlinks","HTML Meta Robots 1","Rendered HTML Meta Robots 1","Pretty URL","Ugly URL","JS Error","JS Warning","JS Info","JS Debug","JS Issue"
"https://www.strique.io/careers/applied-ml-researcher","200","OK","240","0","","","Applied ML Researcher | Careers · Strique","","Applied ML Researcher","","Tune the agent loop: prompt engineering, eval suite, RAG over Org context, multi-model routing. Publish internally, not externally.","","https://www.strique.io/careers/applied-ml-researcher","","1","0","15","0","5","0","index, follow","","https://www.strique.io/careers/applied-ml-researcher","https://www.strique.io/careers/applied-ml-researcher","","","","",""
"https://www.strique.io/careers/founding-growth-engineer","200","OK","252","0","","","Founding Growth Engineer | Careers · Strique","","Founding Growth Engineer","","Live and breathe the product against our own pipeline. Own paid, SEO, email, and content using Strique, and feed the roadmap with what's missing.","","https://www.strique.io/careers/founding-growth-engineer","","1","0","15","0","5","0","index, follow","","https://www.strique.io/careers/founding-growth-engineer","https://www.strique.io/careers/founding-growth-engineer","","","","",""
"https://www.strique.io/solutions/local-services","200","OK","499","0","","","Local services & restaurants AI Marketing Solution · Strique","","Local services & restaurants","","Geo-targeted paid + local SEO + review ops for restaurants, clinics, gyms, and service businesses, an AI marketing agent that shows up every day.","","https://www.strique.io/solutions/local-services","","1","0","15","0","5","0","index, follow","","https://www.strique.io/solutions/local-services","https://www.strique.io/solutions/local-services","","","","",""
"https://www.strique.io/solutions/agencies","200","OK","462","0","","","Agencies & consultancies AI Marketing Solution · Strique","","Agencies & consultancies","","Multi-client AI marketing agent for agencies running paid, content, and lifecycle for 5 to 50 clients, each with its own isolated brand, memory, and skills.","","https://www.strique.io/solutions/agencies","","1","0","15","0","5","0","index, follow","","https://www.strique.io/solutions/agencies","https://www.strique.io/solutions/agencies","","","","",""
"https://www.strique.io/solutions/b2b-saas","200","OK","451","0","","","B2B SaaS AI Marketing Solution · Strique","","B2B SaaS","","Demand gen + pipeline operations for B2B SaaS teams: the AI marketing agent that runs paid social, content engine, ABM outreach, and lifecycle working together.","","https://www.strique.io/solutions/b2b-saas","","1","0","15","0","5","0","index, follow","","https://www.strique.io/solutions/b2b-saas","https://www.strique.io/solutions/b2b-saas","","","","",""
"https://www.strique.io/solutions/ecommerce","200","OK","479","0","","","E-commerce & D2C AI Marketing Solution · Strique","","E-commerce & D2C","","Full-stack AI marketing agent for DTC and e-commerce brands: paid, lifecycle, content, and merchandising copy, all running on one agent loop.","","https://www.strique.io/solutions/ecommerce","","1","0","15","0","5","0","index, follow","","https://www.strique.io/solutions/ecommerce","https://www.strique.io/solutions/ecommerce","","","","",""
"https://www.strique.io/contact?intent=sales","200","OK","88","0","","","Contact Strique Sales and Support · Strique","","Let's talk.","","Book a demo, talk to sales, or ask a hard question. We reply within one business day.","","https://www.strique.io/contact","","3","0","14","0","6","0","index, follow","","https://www.strique.io/contact?intent=sales","https://www.strique.io/contact?intent=sales","","","","",""
"https://www.strique.io/for/founders","200","OK","489","0","","","For founders & solopreneurs · Strique","","Founders & solopreneurs","","You're the marketing hire you can't yet afford. Strique is the fractional AI marketing agent you run from Slack.","","https://www.strique.io/for/founders","","1","0","16","0","5","0","index, follow","","https://www.strique.io/for/founders","https://www.strique.io/for/founders","","","","",""
"https://www.strique.io/for/cmos","200","OK","451","0","","","For cmos & vps of marketing · Strique","","CMOs & VPs of Marketing","","You own the revenue number. Strique is how you hit it without growing headcount or vendor spend linearly.","","https://www.strique.io/for/cmos","","1","0","16","0","5","0","index, follow","","https://www.strique.io/for/cmos","https://www.strique.io/for/cmos","","","","",""
"https://www.strique.io/for/marketing-managers","200","OK","457","0","","","For marketing managers · Strique","","Marketing managers","","You own the plan, not the production. Strique gives you the output of a 10-person team without the hiring plan.","","https://www.strique.io/for/marketing-managers","","1","0","16","0","5","0","index, follow","","https://www.strique.io/for/marketing-managers","https://www.strique.io/for/marketing-managers","","","","",""
"https://www.strique.io/vs/strique-vs-jasper","200","OK","282","0","","","Strique vs. Jasper · Strique","","Strique vs. Jasper","","A content-generation tool vs. an agent that ships content AND the campaigns around it.","","https://www.strique.io/vs/strique-vs-jasper","","2","0","15","0","5","0","index, follow","","https://www.strique.io/vs/strique-vs-jasper","https://www.strique.io/vs/strique-vs-jasper","","","","",""
"https://www.strique.io/vs","200","OK","103","0","","","Strique Comparisons and Alternatives · Strique","","How Strique stacks up.","","How Strique compares to the tools you're evaluating. We're honest about where they're a better fit.","","https://www.strique.io/vs","","3","0","17","0","5","0","index, follow","","https://www.strique.io/vs","https://www.strique.io/vs","","","","",""
"https://www.strique.io/vs/strique-vs-adroll","200","OK","294","0","","","Strique vs. AdRoll · Strique","","Strique vs. AdRoll","","A retargeting network vs. an agent that runs your entire growth stack.","","https://www.strique.io/vs/strique-vs-adroll","","2","0","15","0","5","0","index, follow","","https://www.strique.io/vs/strique-vs-adroll","https://www.strique.io/vs/strique-vs-adroll","","","","",""
"https://www.strique.io/contact?intent=demo","200","OK","88","0","","","Contact Strique Sales and Support · Strique","","Let's talk.","","Book a demo, talk to sales, or ask a hard question. We reply within one business day.","","https://www.strique.io/contact","","12","0","14","0","6","0","index, follow","","https://www.strique.io/contact?intent=demo","https://www.strique.io/contact?intent=demo","","","","",""
"https://www.strique.io/contact?intent=careers&role=founding-growth-engineer","200","OK","88","0","","","Contact Strique Sales and Support · Strique","","Let's talk.","","Book a demo, talk to sales, or ask a hard question. We reply within one business day.","","https://www.strique.io/contact","","1","0","14","0","6","0","index, follow","","https://www.strique.io/contact?intent=careers&role=founding-growth-engineer","https://www.strique.io/contact?intent=careers&role=founding-growth-engineer","","","","",""
"https://www.strique.io/contact?intent=careers&role=applied-ml-researcher","200","OK","88","0","","","Contact Strique Sales and Support · Strique","","Let's talk.","","Book a demo, talk to sales, or ask a hard question. We reply within one business day.","","https://www.strique.io/contact","","1","0","14","0","6","0","index, follow","","https://www.strique.io/contact?intent=careers&role=applied-ml-researcher","https://www.strique.io/contact?intent=careers&role=applied-ml-researcher","","","","",""
"https://www.strique.io/contact?intent=careers&role=agent-infrastructure-engineer","200","OK","88","0","","","Contact Strique Sales and Support · Strique","","Let's talk.","","Book a demo, talk to sales, or ask a hard question. We reply within one business day.","","https://www.strique.io/contact","","1","0","14","0","6","0","index, follow","","https://www.strique.io/contact?intent=careers&role=agent-infrastructure-engineer","https://www.strique.io/contact?intent=careers&role=agent-infrastructure-engineer","","","","",""
"https://www.strique.io/contact?intent=careers&role=product-designer","200","OK","88","0","","","Contact Strique Sales and Support · Strique","","Let's talk.","","Book a demo, talk to sales, or ask a hard question. We reply within one business day.","","https://www.strique.io/contact","","1","0","14","0","6","0","index, follow","","https://www.strique.io/contact?intent=careers&role=product-designer","https://www.strique.io/contact?intent=careers&role=product-designer","","","","",""
"https://www.strique.io/contact?intent=careers&role=senior-full-stack-engineer","200","OK","88","0","","","Contact Strique Sales and Support · Strique","","Let's talk.","","Book a demo, talk to sales, or ask a hard question. We reply within one business day.","","https://www.strique.io/contact","","1","0","14","0","6","0","index, follow","","https://www.strique.io/contact?intent=careers&role=senior-full-stack-engineer","https://www.strique.io/contact?intent=careers&role=senior-full-stack-engineer","","","","",""
"https://www.strique.io/contact?intent=careers&role=revenue-marketer","200","OK","88","0","","","Contact Strique Sales and Support · Strique","","Let's talk.","","Book a demo, talk to sales, or ask a hard question. We reply within one business day.","","https://www.strique.io/contact","","1","0","14","0","6","0","index, follow","","https://www.strique.io/contact?intent=careers&role=revenue-marketer","https://www.strique.io/contact?intent=careers&role=revenue-marketer","","","","",""
"https://www.strique.io/contact?intent=careers&role=founding-customer-engineer","200","OK","88","0","","","Contact Strique Sales and Support · Strique","","Let's talk.","","Book a demo, talk to sales, or ask a hard question. We reply within one business day.","","https://www.strique.io/contact","","1","0","14","0","6","0","index, follow","","https://www.strique.io/contact?intent=careers&role=founding-customer-engineer","https://www.strique.io/contact?intent=careers&role=founding-customer-engineer","","","","",""
"https://www.strique.io/contact?intent=careers&role=ai-apprentice-program","200","OK","88","0","","","Contact Strique Sales and Support · Strique","","Let's talk.","","Book a demo, talk to sales, or ask a hard question. We reply within one business day.","","https://www.strique.io/contact","","1","0","14","0","6","0","index, follow","","https://www.strique.io/contact?intent=careers&role=ai-apprentice-program","https://www.strique.io/contact?intent=careers&role=ai-apprentice-program","","","","",""
